Title,Price,Importé neuf,Kilométrage,Année,Boite de vitesses,Carburant,Date,Puissance fiscale,Nombre de portes,Couleur,Carrosserie,Véhicule dédouané,Première main,Véhicule en garantie
FORD Transit,250 000 Dhs,,50000.0,2021.0,Manuelle,Diesel,27-11-2024,9.0,4.0,Blanc,Utilitaire(van),,Oui,
BMW Serie 7,,Oui,9000.0,2024.0,Automatique,Diesel,26-11-2024,12.0,5.0,,,2024,,
BMW Serie 4 gran coupe,,Oui,14000.0,2024.0,Automatique,Diesel,26-11-2024,8.0,3.0,,,2024,Oui,
FIAT 500,137 000 Dhs,,54000.0,2020.0,Automatique,Essence,26-11-2024,4.0,3.0,,,2020,Oui,
LAND-ROVER Range rover sport,700 000 Dhs,,90000.0,2020.0,Automatique,Diesel,26-11-2024,12.0,5.0,Blanc,Suvet4x4,,Oui,
OPEL Corsa,160 000 Dhs,,38000.0,2023.0,Manuelle,Diesel,26-11-2024,6.0,5.0,Bordeaux,Citadine,,Oui,6Mois
CITROEN C3,47 000 Dhs,,230000.0,2005.0,Manuelle,Essence,26-11-2024,6.0,5.0,Bleumarine,Citadine,,,
TOYOTA C-hr,228 000 Dhs,,79000.0,2021.0,Automatique,Hybride,26-11-2024,10.0,5.0,,,2021,Oui,
VOLKSWAGEN Tiguan,245 000 Dhs,,90000.0,2019.0,Automatique,Diesel,26-11-2024,8.0,5.0,Grisfonce,Suvet4x4,,Oui,
CITROEN C3,120 000 Dhs,,128000.0,2017.0,Manuelle,Diesel,26-11-2024,6.0,5.0,Blanc,Citadine,,Oui,
AUDI Q5,385 000 Dhs,,150000.0,2019.0,Manuelle,Diesel,26-11-2024,8.0,5.0,Noir,,,Oui,
MASERATI Levante,470 000 Dhs,,10900.0,2017.0,Automatique,Diesel,26-11-2024,12.0,5.0,Gris,Suvet4x4,,,
VOLKSWAGEN Passat,72 000 Dhs,,300000.0,2002.0,Manuelle,Diesel,26-11-2024,8.0,5.0,Vert,,2010,,
AUDI Q5,530 000 Dhs,,16000.0,2022.0,Automatique,Essence,26-11-2024,,4.0,Noir,Suvet4x4,,Oui,
BMW Serie 5,455 000 Dhs,,19500.0,2022.0,Automatique,Diesel,26-11-2024,8.0,5.0,Noir,Berline,,Oui,
PEUGEOT 3008,235 000 Dhs,,89000.0,2017.0,Automatique,Diesel,26-11-2024,8.0,5.0,Blanc,Suvet4x4,,Oui,
HYUNDAI I30,132 000 Dhs,,115000.0,2014.0,Manuelle,Diesel,26-11-2024,6.0,5.0,Grisfonce,Berline,,Oui,
GAZ Next,250 000 Dhs,,6000.0,2024.0,Manuelle,Diesel,26-11-2024,11.0,4.0,Blanc,Utilitaire(van),,Oui,
TOYOTA Yaris,107 000 Dhs,,111000.0,2018.0,Manuelle,Diesel,25-11-2024,5.0,5.0,Blanc,Citadine,,,
VOLKSWAGEN Passat,155 000 Dhs,,177.0,2017.0,Manuelle,Diesel,25-11-2024,8.0,5.0,Blanc,Citadine,,Oui,
RENAULT Megane sedan,179 000 Dhs,,143000.0,2021.0,Automatique,Diesel,25-11-2024,6.0,5.0,Bleumarine,Berline,,,
PEUGEOT 508,98 000 Dhs,,250000.0,2013.0,Manuelle,Diesel,25-11-2024,,,Noir,,,,
TOYOTA Corolla,158 000 Dhs,,105000.0,2018.0,Manuelle,Diesel,25-11-2024,5.0,5.0,Grisclair,Berline,,Oui,
AUDI Q5,180 000 Dhs,,150000.0,2012.0,Manuelle,Diesel,25-11-2024,8.0,5.0,Gris,Suvet4x4,,Oui,
FIAT Punto,87 000 Dhs,,120.0,2018.0,Manuelle,Essence,25-11-2024,7.0,5.0,Blanc,Citadine,,,
LANCIA Autre,40 000 Dhs,,,2008.0,Manuelle,Essence,25-11-2024,7.0,2.0,,,,,
BMW Serie 2,305 000 Dhs,,39000.0,2021.0,Automatique,Diesel,25-11-2024,6.0,5.0,,,2021,Oui,
TESLA Model s,480 000 Dhs,Oui,75000.0,2019.0,Automatique,Electrique,25-11-2024,,5.0,Noir,Berline,,Oui,48Mois
JEEP Grand cherokee,260 000 Dhs,,83000.0,2017.0,Automatique,Diesel,25-11-2024,,5.0,Gris,Suvet4x4,,Oui,
FORD Fiesta,98 000 Dhs,,152000.0,2016.0,Manuelle,Diesel,25-11-2024,5.0,5.0,Gris,Citadine,,,
MERCEDES Classe b,135 000 Dhs,,253000.0,2012.0,Manuelle,Diesel,25-11-2024,7.0,5.0,Noir,Utilitaire(van),2015,,3Mois
BMW Serie 5,678 000 Dhs,,4000.0,2024.0,Automatique,Diesel,25-11-2024,8.0,5.0,,,2024,Oui,
SEAT Leon,194 000 Dhs,,170000.0,2018.0,Manuelle,Diesel,25-11-2024,8.0,5.0,Blanc,Coupé,,,12Mois
BMW Serie 1,269 000 Dhs,,139000.0,2020.0,Automatique,Diesel,25-11-2024,8.0,5.0,,,2020,Oui,
VOLVO Xc60,,,84000.0,2019.0,Automatique,Diesel,25-11-2024,8.0,5.0,,,2019,Oui,
JEEP Cherokee,,,149000.0,2017.0,Automatique,Diesel,25-11-2024,9.0,5.0,,,2017,,
OPEL Corsa,86 000 Dhs,,269000.0,2014.0,Manuelle,Diesel,25-11-2024,5.0,,Gris,,,,
MITSUBISHI L200,120 000 Dhs,,400000.0,2007.0,Manuelle,Diesel,25-11-2024,10.0,5.0,Noir,Pickup\u200b,,,
FORD Focus 5p,75 000 Dhs,,,2007.0,Manuelle,Diesel,25-11-2024,7.0,5.0,Grisfonce,,,,
AUDI Autre,230 000 Dhs,,185.0,2016.0,Automatique,Diesel,25-11-2024,8.0,5.0,Blanc,Compact,2020,,2Mois
MITSUBISHI L200,120 000 Dhs,,400000.0,2007.0,Manuelle,Diesel,25-11-2024,10.0,5.0,Noir,Pickup\u200b,,,
RENAULT Megane,112 000 Dhs,,74300.0,2014.0,Manuelle,Diesel,25-11-2024,7.0,3.0,Grisclair,Coupé,,Oui,
MERCEDES Classe a,165 000 Dhs,,159000.0,2013.0,Automatique,Diesel,25-11-2024,7.0,5.0,,,2013,,
MERCEDES Classe e,,,199000.0,2020.0,Automatique,Diesel,25-11-2024,8.0,5.0,,,2020,Oui,
MERCEDES Autre,,,149000.0,2019.0,Automatique,Diesel,25-11-2024,8.0,5.0,,,2019,Oui,
SKODA Octavia,300 000 Dhs,,22000.0,2023.0,Automatique,Diesel,25-11-2024,8.0,5.0,Blanc,,,Oui,
MERCEDES 220,410 000 Dhs,,35600.0,2018.0,Automatique,Diesel,25-11-2024,9.0,3.0,Noir,Coupé,,Oui,
VOLKSWAGEN Golf 7,187 000 Dhs,,128000.0,2018.0,Automatique,Diesel,25-11-2024,8.0,5.0,Rouge,Citadine,,,
JEEP Grand cherokee,178 000 Dhs,,155000.0,2016.0,Automatique,Diesel,25-11-2024,12.0,5.0,Noir,Suvet4x4,,Oui,
VOLKSWAGEN Tiguan,540 000 Dhs,,9000.0,2021.0,Automatique,Diesel,25-11-2024,8.0,5.0,Bleu,Suvet4x4,2024,Oui,
ABARTH 595 competizione 180ch,195 000 Dhs,,36000.0,2020.0,Automatique,Essence,25-11-2024,8.0,3.0,Noir,Coupé,,,
DACIA Dokker,75 000 Dhs,,230000.0,2014.0,Manuelle,Diesel,25-11-2024,6.0,5.0,Blanc,Utilitaire(van),,,
DACIA Duster,185 000 Dhs,,156000.0,2021.0,Automatique,Diesel,24-11-2024,6.0,5.0,Noir,Crossover,,Oui,6Mois
DACIA Logan,78 000 Dhs,,175000.0,2014.0,Manuelle,Diesel,24-11-2024,7.0,5.0,Noir,Citadine,,,
HYUNDAI Tucson,290 000 Dhs,,40000.0,2022.0,Automatique,Diesel,24-11-2024,6.0,5.0,Noir,Suvet4x4,,Oui,
HYUNDAI Tucson,230 000 Dhs,,185000.0,2018.0,Automatique,Diesel,24-11-2024,6.0,5.0,Gris,Coupé,,,
MERCEDES Classe c,282 000 Dhs,,166000.0,2015.0,Automatique,Diesel,24-11-2024,9.0,4.0,Noir,Berline,2017,,
OPEL Insignia,80 000 Dhs,,151000.0,2010.0,Manuelle,Essence,24-11-2024,10.0,5.0,Noir,,2010,Oui,
ALFA-ROMEO Stelvio,220 000 Dhs,,119000.0,2018.0,Automatique,Diesel,24-11-2024,9.0,5.0,Blanc,Suvet4x4,,Oui,
PEUGEOT 308,190 000 Dhs,,95000.0,2020.0,Automatique,Diesel,24-11-2024,6.0,5.0,Noir,Berline,,,
MERCEDES Classe e,285 000 Dhs,,269000.0,2017.0,Automatique,Diesel,24-11-2024,,,Noir,,,,
PEUGEOT 3008,300 000 Dhs,,90000.0,2022.0,Automatique,Diesel,24-11-2024,,5.0,Noir,Coupé,,Oui,1Mois
RENAULT Arkana,318 000 Dhs,,31000.0,2023.0,Automatique,Hybride,24-11-2024,9.0,5.0,Noir,Suvet4x4,,Oui,20Mois
FORD Focus 4p,220 000 Dhs,,15000.0,2022.0,Automatique,Diesel,24-11-2024,6.0,4.0,Noir,Berline,,Oui,
JEEP Wrangler,320 000 Dhs,,90000.0,2016.0,Automatique,Diesel,24-11-2024,11.0,3.0,Noir,Suvet4x4,,,
MERCEDES Classe g,,,19000.0,2023.0,Automatique,Essence,23-11-2024,23.0,5.0,,,2023,,
PORSCHE Macan,,Oui,79000.0,2021.0,Automatique,Essence,23-11-2024,10.0,5.0,,,2021,,
FIAT Grande punto,87 000 Dhs,,170000.0,2018.0,Manuelle,Diesel,23-11-2024,6.0,5.0,Gris,Cabriolet,,Oui,
HYUNDAI Accent,88 000 Dhs,,127000.0,2013.0,Manuelle,Diesel,23-11-2024,6.0,5.0,Blanc,,,,
HYUNDAI Tucson,188 000 Dhs,,140000.0,2016.0,Manuelle,Diesel,23-11-2024,7.0,5.0,Grisfonce,Suvet4x4,,,
HYUNDAI Tucson,248 000 Dhs,,71000.0,2018.0,Automatique,Diesel,23-11-2024,6.0,5.0,Noir,Monospace,,,
HYUNDAI Tucson,295 000 Dhs,,93000.0,2021.0,Automatique,Diesel,23-11-2024,6.0,5.0,Noir,Suvet4x4,,Oui,
RENAULT Captur,220 000 Dhs,,56000.0,2021.0,Manuelle,Diesel,23-11-2024,6.0,5.0,Blanccassé,Suvet4x4,,,
JAGUAR Xf,260 000 Dhs,,120000.0,2018.0,Automatique,Diesel,23-11-2024,8.0,5.0,Vertfonce,Berline,,,
VOLKSWAGEN Passat cc,119 000 Dhs,,300000.0,2009.0,Automatique,Diesel,23-11-2024,8.0,5.0,Noir,Cc,2012,,
HONDA Accord,115 000 Dhs,,300000.0,2011.0,Automatique,Diesel,23-11-2024,9.0,4.0,Grisfonce,Berline,,,
VOLKSWAGEN Touareg,125 000 Dhs,,220000.0,2014.0,Automatique,Diesel,23-11-2024,12.0,,Blanc,,,Oui,
VOLVO Xc60,130 000 Dhs,,220000.0,2011.0,Automatique,Essence,23-11-2024,11.0,5.0,Grisfonce,Suvet4x4,,,
CHEVROLET Optra,40 000 Dhs,,181434.0,2007.0,Manuelle,Essence,23-11-2024,9.0,5.0,Noir,Berline,,,
FORD Fiesta,145 000 Dhs,,89000.0,2019.0,Automatique,Essence,23-11-2024,6.0,5.0,Gris,Citadine,,,
HYUNDAI Tucson,248 000 Dhs,,71000.0,2018.0,Automatique,Diesel,23-11-2024,6.0,5.0,Noir,Monospace,,,1Mois
JEEP Wrangler,330 000 Dhs,,111000.0,2018.0,Automatique,Diesel,23-11-2024,11.0,5.0,Noir,Suvet4x4,,Oui,
ALFA-ROMEO Giulietta,120 000 Dhs,,134000.0,2014.0,Automatique,Diesel,23-11-2024,8.0,5.0,Blanc,Citadine,,,
BENTLEY Bentayga,,Oui,4000.0,2023.0,Automatique,Essence,23-11-2024,23.0,5.0,,,,,
MERCEDES Classe a,,Oui,4000.0,2024.0,Automatique,Diesel,23-11-2024,8.0,5.0,,,,,
PORSCHE Macan,,Oui,4000.0,2024.0,Automatique,Electrique,23-11-2024,17.0,,,,,,
MERCEDES Classe g,,,6000.0,2023.0,Automatique,Essence,23-11-2024,16.0,5.0,,,2023,Oui,
MERCEDES Gle coupe,,Oui,4000.0,2024.0,Automatique,Hybride,23-11-2024,8.0,5.0,,,2024,,
MERCEDES Classe s,,Oui,49000.0,2022.0,Automatique,Diesel,23-11-2024,8.0,5.0,,,,,
VOLKSWAGEN Golf 8,,Oui,4000.0,2024.0,Automatique,Diesel,23-11-2024,8.0,5.0,,,2024,,
PORSCHE Macan,,Oui,4000.0,2024.0,Automatique,Essence,23-11-2024,11.0,5.0,,,,,
MERCEDES Cla,,Oui,4000.0,2024.0,Automatique,Diesel,23-11-2024,8.0,5.0,,,,,
PORSCHE Cayenne,,Oui,9000.0,2024.0,Automatique,Hybride,23-11-2024,24.0,5.0,,,,,
RENAULT Megane,60 000 Dhs,,,2004.0,Manuelle,Diesel,23-11-2024,6.0,5.0,Gris,Coupé,2010,,
NISSAN Juke,205 000 Dhs,,44000.0,2022.0,Automatique,Essence,23-11-2024,6.0,5.0,Noir,Suvet4x4,,Oui,3Mois
TOYOTA Corolla,95 000 Dhs,,195000.0,2009.0,Manuelle,Diesel,23-11-2024,5.0,4.0,Noir,Citadine,,,
RENAULT Captur,200 000 Dhs,Oui,75000.0,2021.0,Manuelle,Diesel,22-11-2024,6.0,5.0,Rouge,Suvet4x4,,Oui,
VOLKSWAGEN Golf 5,88 000 Dhs,,226000.0,2006.0,Manuelle,Diesel,22-11-2024,8.0,5.0,Grisclair,Berline,2007,,
VOLKSWAGEN Touareg,230 000 Dhs,,160000.0,2017.0,Automatique,Diesel,22-11-2024,12.0,5.0,Noir,Suvet4x4,,Oui,
PEUGEOT Partner,55 000 Dhs,,,2006.0,Manuelle,Diesel,22-11-2024,7.0,5.0,Argent,Berline,,,
