Title,Price,Importé neuf,Kilométrage,Année,Boite de vitesses,Carburant,Date,Puissance fiscale,Nombre de portes,Couleur,Carrosserie,Véhicule dédouané,Première main,Véhicule en garantie
DACIA Logan,63 000 Dhs,,173000.0,2012.0,Manuelle,Diesel,17-05-2022,6.0,,Noir,Berline,,,
FORD Focus 5p,80 000 Dhs,,264000.0,2007.0,Manuelle,Diesel,17-05-2022,7.0,5.0,Bleu,Compact,,,
KIA Picanto,51 000 Dhs,,129460.0,2007.0,Manuelle,Essence,17-05-2022,,5.0,Noir,Citadine,,,
RENAULT Kangoo,65 000 Dhs,,240000.0,2007.0,Manuelle,Diesel,17-05-2022,,5.0,Blanc,Utilitaire(minivan),,Oui,
CHEVROLET Optra,44 000 Dhs,,289000.0,2006.0,Manuelle,Essence,17-05-2022,2.0,4.0,Gris,Berline,,,
LAND-ROVER Range rover evoque,280 000 Dhs,,122000.0,2017.0,Automatique,Diesel,17-05-2022,8.0,5.0,Noir,Suvet4x4,,,
DACIA Logan,50 000 Dhs,,300000.0,2010.0,Manuelle,Essence,17-05-2022,8.0,,Gris,Berline,,,
DACIA Duster,145 000 Dhs,,127000.0,2018.0,Automatique,Diesel,17-05-2022,6.0,5.0,Grisanthracite,Suvet4x4,,Oui,
VOLKSWAGEN Golf 4,75 000 Dhs,,,1999.0,Manuelle,Diesel,17-05-2022,8.0,5.0,Bleu,Compact,2011,,
RENAULT Clio,122 000 Dhs,,64000.0,2019.0,Manuelle,Diesel,17-05-2022,6.0,5.0,Noir,Citadine,,Oui,
MERCEDES Classe c,127 000 Dhs,,300000.0,2012.0,Automatique,Diesel,17-05-2022,,,Gris,Berline,2012,,
PEUGEOT 206,53 000 Dhs,,200000.0,2005.0,Manuelle,Essence,16-05-2022,8.0,4.0,Noir,Citadine,2011,,1Mois
PEUGEOT 407,50 000 Dhs,,197465.0,2010.0,Manuelle,Essence,16-05-2022,11.0,4.0,Noir,Berline,,,6Mois
VOLKSWAGEN Cc,275 000 Dhs,,45000.0,2018.0,Automatique,Diesel,16-05-2022,8.0,4.0,Marron,Berline,,Oui,
DACIA Logan,87 000 Dhs,,105705.0,2015.0,Manuelle,Essence,16-05-2022,,,Beige,Berline,,Oui,
BMW Serie 3,138 000 Dhs,,270000.0,2009.0,Manuelle,Essence,16-05-2022,17.0,3.0,Grisclair,Cabriolet,,,
MERCEDES Classe a,49 000 Dhs,,350000.0,1999.0,Manuelle,Diesel,16-05-2022,7.0,5.0,Bleu,Citadine,2007,,
VOLKSWAGEN Golf 6,125 000 Dhs,,230000.0,2011.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Noir,Compact,,,
FORD Kuga,173 000 Dhs,,144000.0,2016.0,Manuelle,Diesel,16-05-2022,8.0,5.0,Noir,Suvet4x4,,Oui,
RENAULT Clio,46 000 Dhs,,290000.0,2003.0,Manuelle,Essence,16-05-2022,7.0,5.0,Gris,Citadine,,,
KIA Picanto,56 000 Dhs,,110000.0,2007.0,Manuelle,Essence,16-05-2022,6.0,,Vert,Citadine,,,
FORD Fiesta,53 000 Dhs,,202000.0,2006.0,Manuelle,Essence,16-05-2022,7.0,5.0,Rouge,Citadine,,,
SUZUKI Alto,40 000 Dhs,,,2010.0,Manuelle,Essence,16-05-2022,5.0,,Noir,Citadine,,,6Mois
CITROEN Jumper,130 000 Dhs,,216000.0,2014.0,Manuelle,Diesel,16-05-2022,10.0,5.0,Blanc,Utilitaire(van),,Oui,
VOLKSWAGEN Golf 7,240 000 Dhs,,141000.0,2014.0,Automatique,Diesel,16-05-2022,8.0,,Blanc,Compact,2018,Oui,
TOYOTA Yaris,92 000 Dhs,,67500.0,2016.0,Manuelle,Essence,16-05-2022,6.0,5.0,Blanc,Citadine,,Oui,
FORD Fiesta,105 000 Dhs,,65000.0,2014.0,Manuelle,Diesel,16-05-2022,6.0,,Blanc,Citadine,,,
HONDA Civic,80 000 Dhs,,200000.0,2008.0,Manuelle,Essence,16-05-2022,,5.0,Argent,Berline,,,
PEUGEOT 206,48 000 Dhs,,,2004.0,Manuelle,Essence,16-05-2022,,,,Citadine,,,
LAND-ROVER Range rover sport,164 000 Dhs,,300000.0,2010.0,Automatique,Diesel,16-05-2022,12.0,4.0,Blanccassé,Suvet4x4,,,
VOLKSWAGEN Passat,65 000 Dhs,,229600.0,2003.0,Manuelle,Diesel,16-05-2022,8.0,5.0,Vertfonce,Berline,,,
PEUGEOT 207,78 000 Dhs,,141000.0,2011.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Noir,Citadine,,,
VOLKSWAGEN Touran,240 000 Dhs,,100000.0,2017.0,Automatique,Diesel,16-05-2022,8.0,5.0,Grisfonce,Monospace,2020,,12Mois
NISSAN Note,94 000 Dhs,,145000.0,2016.0,Manuelle,Diesel,16-05-2022,5.0,5.0,Blanccassé,Citadine,,,
HYUNDAI Accent,49 000 Dhs,Oui,390000.0,2007.0,Manuelle,Diesel,16-05-2022,6.0,4.0,Noir,Berline,,,
FORD Focus 5p,155 000 Dhs,,69000.0,2015.0,Manuelle,Diesel,16-05-2022,6.0,,Gris,Compact,,Oui,
ALFA-ROMEO 147,46 000 Dhs,,150000.0,2005.0,Manuelle,Essence,16-05-2022,9.0,5.0,Autre,Compact,,,
RENAULT Kangoo,72 000 Dhs,,203000.0,2007.0,Manuelle,Diesel,16-05-2022,6.0,6.0,Beige,Utilitaire(minivan),,,
VOLKSWAGEN Caddy,145 000 Dhs,,900350.0,2018.0,Manuelle,Diesel,16-05-2022,6.0,4.0,Grisanthracite,Utilitaire(minivan),,Oui,12Mois
HYUNDAI Santa fe,180 000 Dhs,,139000.0,2014.0,Automatique,Diesel,16-05-2022,9.0,5.0,Blanc,Suvet4x4,,,
VOLKSWAGEN Passat,112 000 Dhs,,174000.0,2007.0,Automatique,Diesel,16-05-2022,8.0,5.0,,Berline,2011,,
HONDA Accord,105 000 Dhs,,175000.0,2009.0,Automatique,Essence,16-05-2022,13.0,3.0,Blanc,Coupé,,,
RENAULT Megane sedan,75 000 Dhs,,,2005.0,Manuelle,Diesel,16-05-2022,7.0,5.0,Gris,Berline,2009,Oui,
VOLKSWAGEN Golf 5,85 000 Dhs,,290000.0,2004.0,Manuelle,Diesel,16-05-2022,8.0,4.0,Bleumarine,Compact,2011,,
CHERY Qq,34 000 Dhs,,65000.0,2012.0,Manuelle,Essence,16-05-2022,5.0,5.0,,Citadine,,,
CITROEN C-elysee,98 000 Dhs,,63000.0,2017.0,Manuelle,Diesel,16-05-2022,,,Grisfonce,Berline,,,
NISSAN X trail,100 000 Dhs,,145000.0,2004.0,Manuelle,Diesel,16-05-2022,9.0,5.0,Vert,Suvet4x4,2011,,
OPEL Insignia,88 000 Dhs,,173000.0,2010.0,Manuelle,Diesel,16-05-2022,8.0,,,Berline,,,
ISUZU D-max,115 000 Dhs,,274000.0,2008.0,Manuelle,Diesel,16-05-2022,10.0,2.0,Grisclair,Pickup\u200b,,,
CITROEN Berlingo,92 000 Dhs,,202000.0,2011.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Bleu,Utilitaire(minivan),,,
VOLKSWAGEN Tiguan,210 000 Dhs,,98000.0,2016.0,Manuelle,Diesel,16-05-2022,8.0,5.0,Noir,Suvet4x4,,,
PEUGEOT 301,96 000 Dhs,Oui,126000.0,2016.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Grisanthracite,Berline,,,
MERCEDES Glk,250 000 Dhs,Oui,136000.0,2013.0,Automatique,Diesel,16-05-2022,9.0,5.0,Blanc,Suvet4x4,,Oui,
SEAT Ibiza,130 000 Dhs,,62000.0,2018.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Gris,Citadine,,Oui,
CITROEN C3,55 000 Dhs,,206000.0,2005.0,Manuelle,Diesel,16-05-2022,6.0,5.0,Argent,Citadine,,,
JAGUAR Xe,260 000 Dhs,,80000.0,2016.0,Automatique,Diesel,14-05-2022,,5.0,Blanc,Berline,,Oui,
BMW Serie 1,95 000 Dhs,,204000.0,2010.0,Manuelle,Essence,14-05-2022,11.0,3.0,Grisanthracite,Coupé,,,
VOLKSWAGEN Touran,150 000 Dhs,,230000.0,2011.0,Manuelle,Diesel,14-05-2022,6.0,5.0,Argent,Monospace,,Oui,
AUDI Q5,143 000 Dhs,,195700.0,2011.0,Automatique,Diesel,14-05-2022,12.0,5.0,Blanc,Suvet4x4,,,
RENAULT Clio,110 000 Dhs,,98000.0,2017.0,Manuelle,Diesel,14-05-2022,6.0,5.0,Noir,Citadine,,Oui,
FORD Focus 5p,115 000 Dhs,,200000.0,2011.0,Manuelle,Diesel,14-05-2022,6.0,5.0,Grisclair,Compact,,,
VOLKSWAGEN Tiguan,240 000 Dhs,,163000.0,2014.0,Manuelle,Diesel,14-05-2022,8.0,,Noir,Suvet4x4,2019,,
FORD Mondeo,70 000 Dhs,,,2008.0,Manuelle,Essence,14-05-2022,,5.0,Gris,Berline,2008,,
FIAT Punto,57 000 Dhs,,,2007.0,Manuelle,Essence,14-05-2022,7.0,,Gris,Citadine,,,
FIAT Punto,57 000 Dhs,,,2007.0,Manuelle,Essence,14-05-2022,7.0,,Gris,Citadine,,,
RENAULT Megane,132 000 Dhs,,170000.0,2016.0,Manuelle,Diesel,14-05-2022,7.0,5.0,Gris,Compact,,Oui,
DACIA Dokker,98 000 Dhs,,140000.0,2018.0,Manuelle,Diesel,13-05-2022,6.0,5.0,Blanc,Utilitaire(minivan),,,
SSANGYONG Korando,90 000 Dhs,,96000.0,2012.0,Automatique,Diesel,13-05-2022,8.0,5.0,Gris,Suvet4x4,,,
AUDI A3 sportback,350 000 Dhs,Oui,97000.0,2018.0,Automatique,Diesel,13-05-2022,8.0,5.0,Noir,Compact,,Oui,
PEUGEOT 207,73 000 Dhs,,196000.0,2007.0,Manuelle,Diesel,13-05-2022,6.0,5.0,Noir,Citadine,,,
SEAT Ibiza,148 000 Dhs,,3900.0,2022.0,Manuelle,Essence,13-05-2022,6.0,5.0,Blanc,Citadine,,Oui,32Mois
JEEP Cherokee,65 000 Dhs,,130000.0,2003.0,Manuelle,Essence,13-05-2022,13.0,5.0,Gris,Suvet4x4,,,
PEUGEOT 301,66 000 Dhs,,,2016.0,Manuelle,Essence,13-05-2022,6.0,5.0,Blanc,Berline,,Oui,3Mois
BMW Serie 5,260 000 Dhs,,140000.0,2016.0,Automatique,Diesel,13-05-2022,8.0,5.0,Noir,Berline,,,
CITROEN C4,64 000 Dhs,,225000.0,2005.0,Manuelle,Diesel,13-05-2022,6.0,3.0,Bleuclair,Compact,,,
RENAULT Megane,187 000 Dhs,,130000.0,2018.0,Automatique,Diesel,13-05-2022,6.0,5.0,Bleumarine,Compact,,,
VOLKSWAGEN Amarok,139 000 Dhs,,250000.0,2013.0,Manuelle,Diesel,13-05-2022,8.0,5.0,Blanc,Suvet4x4,,,
HYUNDAI Santa fe,175 000 Dhs,,200000.0,2013.0,Automatique,Diesel,13-05-2022,8.0,5.0,Blanc,Suvet4x4,,,
VOLKSWAGEN Touareg,102 000 Dhs,,300000.0,2009.0,Manuelle,Diesel,13-05-2022,,5.0,Autre,Suvet4x4,,,
FORD Focus 5p,147 000 Dhs,,70000.0,2015.0,Manuelle,Diesel,13-05-2022,,5.0,Autre,Compact,,,
CITROEN C5,81 000 Dhs,,230000.0,2009.0,Automatique,Diesel,12-05-2022,8.0,,,Berline,,,
PEUGEOT 306,53 000 Dhs,,,1999.0,Manuelle,Diesel,12-05-2022,,,,Berline,,,
HONDA Cr-v,130 000 Dhs,,121000.0,2013.0,Automatique,Diesel,12-05-2022,8.0,5.0,Marron,Suvet4x4,,Oui,
MERCEDES Classe c,135 000 Dhs,,,2008.0,Automatique,Diesel,12-05-2022,9.0,5.0,Noir,Berline,2011,,
FIAT Ducato,110 000 Dhs,,182000.0,2011.0,Manuelle,Diesel,12-05-2022,9.0,5.0,Blanc,Utilitaire(van),,,
HYUNDAI I30,125 000 Dhs,,100000.0,2012.0,Automatique,Diesel,12-05-2022,8.0,4.0,Noir,Compact,,Oui,
AUDI A3 berline,175 000 Dhs,,173000.0,2015.0,Automatique,Diesel,12-05-2022,6.0,5.0,Blanc,Berline,,,
CITROEN Berlingo,103 000 Dhs,Oui,170000.0,2012.0,Manuelle,Diesel,12-05-2022,,6.0,Gris,Utilitaire(minivan),,,7Mois
BMW X5,240 000 Dhs,,220000.0,2015.0,Automatique,Diesel,12-05-2022,8.0,5.0,Noir,Suvet4x4,,,
RENAULT R19,47 000 Dhs,,280000.0,1994.0,Manuelle,Diesel,12-05-2022,6.0,5.0,Rouge,Compact,2010,,6Mois
MERCEDES 190,40 000 Dhs,,300000.0,1989.0,Manuelle,Diesel,12-05-2022,8.0,,Noir,Berline,2008,,
FIAT Palio,37 000 Dhs,,100000.0,2000.0,Manuelle,Essence,12-05-2022,,,Bleu,Citadine,,,1Mois
VOLKSWAGEN Golf 5,85 000 Dhs,,,2007.0,Manuelle,Diesel,12-05-2022,8.0,,,Compact,2012,,
HONDA Accord,80 000 Dhs,,152000.0,2008.0,Manuelle,Diesel,12-05-2022,9.0,,Bleu,Berline,,,
HYUNDAI Tucson,100 000 Dhs,,270000.0,2010.0,Automatique,Diesel,11-05-2022,8.0,5.0,Grisanthracite,Suvet4x4,,,
HYUNDAI Accent,70 000 Dhs,,139000.0,2009.0,Manuelle,Diesel,11-05-2022,6.0,,Bleumarine,Berline,,,
RENAULT Kangoo,82 000 Dhs,,107384.0,2010.0,Manuelle,Diesel,11-05-2022,6.0,,Gris,Utilitaire(minivan),,,
MERCEDES Classe c,130 000 Dhs,,213000.0,2008.0,Manuelle,Diesel,11-05-2022,9.0,,Grisclair,Berline,,,
MERCEDES Classe c,90 000 Dhs,,240000.0,2005.0,Automatique,Diesel,11-05-2022,9.0,,Gris,Berline,,,
TOYOTA Prado,90 000 Dhs,,280000.0,2007.0,Manuelle,Diesel,11-05-2022,12.0,5.0,Gris,Suvet4x4,,,2Mois
MITSUBISHI L200,110 000 Dhs,,171000.0,2008.0,Manuelle,Diesel,11-05-2022,10.0,2.0,Grisfonce,Pickup\u200b,,Oui,
HYUNDAI Elantra,140 000 Dhs,,140000.0,2016.0,Automatique,Diesel,11-05-2022,6.0,5.0,Marron,Berline,,,
BMW X5,87 000 Dhs,,290000.0,2007.0,Automatique,Diesel,11-05-2022,12.0,5.0,Grisanthracite,Suvet4x4,,,
VOLKSWAGEN Touareg,175 000 Dhs,,145000.0,2015.0,Automatique,Diesel,11-05-2022,11.0,5.0,Noir,Suvet4x4,,,
VOLKSWAGEN Passat,195 000 Dhs,,160000.0,2016.0,Manuelle,Diesel,11-05-2022,8.0,4.0,Noir,Berline,,,
MERCEDES Classe c,135 000 Dhs,,269000.0,2008.0,Automatique,Diesel,11-05-2022,9.0,5.0,Grisclair,Berline,2009,,
RENAULT Megane,125 000 Dhs,,110000.0,2016.0,Manuelle,Diesel,11-05-2022,6.0,5.0,Noir,Compact,,,
HYUNDAI I30,125 000 Dhs,,90000.0,2012.0,Automatique,Diesel,11-05-2022,6.0,5.0,Gris,Compact,,,
BMW Serie 5,275 000 Dhs,,108000.0,2014.0,Automatique,Diesel,11-05-2022,8.0,4.0,Grisfonce,Berline,,Oui,
RENAULT Scenic,65 000 Dhs,,300000.0,2002.0,Manuelle,Diesel,11-05-2022,7.0,5.0,Blanccassé,Monospace,2009,,
VOLKSWAGEN Passat,145 000 Dhs,,198000.0,2014.0,Manuelle,Diesel,11-05-2022,8.0,5.0,Noir,Berline,,,1Mois
VOLKSWAGEN Polo,55 000 Dhs,,220000.0,2003.0,Manuelle,Diesel,11-05-2022,,,Gris,Citadine,,,
FORD Fiesta,61 000 Dhs,,,2007.0,Manuelle,Diesel,11-05-2022,6.0,5.0,Gris,Citadine,,,
FORD Kuga,285 000 Dhs,,55000.0,2020.0,Automatique,Diesel,11-05-2022,8.0,5.0,Blanc,Suvet4x4,,Oui,
AUDI S3,360 000 Dhs,Oui,10000.0,2018.0,Automatique,Essence,11-05-2022,,3.0,Noir,Berline,,Oui,
DACIA Logan,85 000 Dhs,,90000.0,2019.0,Manuelle,Essence,11-05-2022,6.0,,Blanc,Berline,,,
MERCEDES Cla,580 000 Dhs,,15500.0,2020.0,Automatique,Diesel,11-05-2022,,,Grisfonce,Berline,2021,Oui,
VOLKSWAGEN Touareg,385 000 Dhs,,145000.0,2020.0,Automatique,Diesel,11-05-2022,12.0,5.0,Noir,Suvet4x4,,Oui,
DACIA Logan,60 000 Dhs,,250000.0,2011.0,Manuelle,Diesel,11-05-2022,6.0,5.0,Gris,Berline,,,
TOYOTA Avensis,70 000 Dhs,,290000.0,2004.0,Manuelle,Diesel,11-05-2022,8.0,5.0,Autre,Berline,,,
RENAULT Captur,140 000 Dhs,,64000.0,2015.0,Automatique,Diesel,11-05-2022,6.0,5.0,Blanc,Crossover,,Oui,
PORSCHE Cayenne,265 000 Dhs,,124000.0,2012.0,Automatique,Diesel,11-05-2022,13.0,5.0,Noir,Suvet4x4,,,
RENAULT Megane,49 000 Dhs,,,2000.0,Manuelle,Diesel,11-05-2022,,5.0,Grisclair,Berline,,,
OPEL Insignia,90 000 Dhs,,300000.0,2011.0,Manuelle,Diesel,10-05-2022,8.0,5.0,Noir,Berline,,Oui,
NISSAN Pick-up,70 000 Dhs,,,1980.0,Manuelle,Diesel,10-05-2022,,,,Pickup\u200b,,,
MERCEDES Classe e,170 000 Dhs,,160000.0,2012.0,Manuelle,Diesel,10-05-2022,9.0,4.0,Blanc,Berline,,,
BMW Serie 3,135 000 Dhs,,180000.0,2011.0,Manuelle,Diesel,10-05-2022,6.0,5.0,Blanc,Berline,,,
CITROEN C3,85 000 Dhs,,117000.0,2013.0,Manuelle,Diesel,10-05-2022,6.0,5.0,Grisclair,Citadine,,,2Mois
NISSAN X trail,250 000 Dhs,,41000.0,2018.0,Automatique,Diesel,10-05-2022,6.0,5.0,Blanc,Suvet4x4,,Oui,3Mois
LEXUS Lx,950 000 Dhs,,79000.0,2018.0,Automatique,Diesel,10-05-2022,18.0,5.0,Noir,Suvet4x4,,Oui,
MERCEDES Sprinter,260 000 Dhs,,300000.0,2014.0,Manuelle,Diesel,10-05-2022,,5.0,Blanccassé,Utilitaire(van),2019,,3Mois
PEUGEOT 308,105 000 Dhs,,190000.0,2013.0,Manuelle,Diesel,10-05-2022,6.0,,Noir,Compact,,,
PEUGEOT Boxer,205 000 Dhs,,35000.0,2020.0,Manuelle,Diesel,10-05-2022,,,Blanc,Utilitaire(van),,Oui,8Mois
KIA Sportage,55 000 Dhs,,,2005.0,Manuelle,Diesel,10-05-2022,8.0,,Autre,Suvet4x4,,,
KIA Soul,132 000 Dhs,,128000.0,2017.0,Manuelle,Diesel,10-05-2022,6.0,,Grisfonce,Crossover,,Oui,
AUDI Q5,540 000 Dhs,,80000.0,2018.0,Automatique,Diesel,10-05-2022,,,Gris,Suvet4x4,,,
OPEL Insignia,110 000 Dhs,,146000.0,2010.0,Manuelle,Diesel,10-05-2022,8.0,5.0,Noir,Berline,,,
DACIA Logan,53 000 Dhs,,200000.0,2006.0,Manuelle,Diesel,10-05-2022,,,Noir,Berline,,,
DACIA Dokker,115 000 Dhs,,215000.0,2016.0,Manuelle,Diesel,10-05-2022,6.0,6.0,Blanc,Monospace,,Oui,
RENAULT Clio,64 000 Dhs,,170000.0,2008.0,Manuelle,Essence,10-05-2022,7.0,4.0,Gris,Citadine,,,
DACIA Logan,57 000 Dhs,,108000.0,2008.0,Manuelle,Diesel,10-05-2022,6.0,5.0,Autre,Berline,,,
CHEVROLET Captiva,95 000 Dhs,,240000.0,2009.0,Automatique,Diesel,10-05-2022,8.0,5.0,Noir,Suvet4x4,,,
HONDA Accord,80 000 Dhs,,152000.0,2009.0,Manuelle,Diesel,10-05-2022,9.0,5.0,Bleu,Berline,,,
PEUGEOT 206,54 000 Dhs,Oui,400000.0,2000.0,Manuelle,Diesel,10-05-2022,7.0,5.0,Autre,Citadine,,,
FORD Focus 5p,168 000 Dhs,,115000.0,2016.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Noir,Compact,,Oui,
RENAULT Kangoo,72 000 Dhs,,,2009.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Blanc,Utilitaire(minivan),,Oui,
HYUNDAI Tucson,190 000 Dhs,,74300.0,2016.0,Manuelle,Diesel,09-05-2022,7.0,5.0,Rougefonce,Suvet4x4,,Oui,
MERCEDES Classe e,350 000 Dhs,,170000.0,2017.0,Automatique,Diesel,09-05-2022,9.0,5.0,Grisclair,Berline,2022,,
DACIA Logan,64 000 Dhs,,160000.0,2008.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Grisanthracite,Berline,,,
MERCEDES Gle coupe,840 000 Dhs,,38000.0,2019.0,Automatique,Diesel,09-05-2022,12.0,5.0,,Suvet4x4,,Oui,
FORD Fiesta,88 000 Dhs,,220000.0,2013.0,Manuelle,Diesel,09-05-2022,,,Blanc,Citadine,,Oui,
VOLKSWAGEN Touran,220 000 Dhs,,145000.0,2017.0,Automatique,Diesel,09-05-2022,8.0,5.0,Noir,Monospace,2018,,
FORD Kuga,210 000 Dhs,,28000.0,2020.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Argent,Suvet4x4,,Oui,
DACIA Logan,78 000 Dhs,,130000.0,2017.0,Manuelle,Essence,09-05-2022,6.0,5.0,Blanc,Berline,,,5Mois
KIA Sorento,220 000 Dhs,,97000.0,2019.0,Manuelle,Diesel,09-05-2022,9.0,5.0,Orange,Suvet4x4,2019,,
PEUGEOT 3008,275 000 Dhs,,38000.0,2020.0,Automatique,Diesel,09-05-2022,8.0,4.0,Noir,Suvet4x4,,Oui,10Mois
FORD Focus 4p,140 000 Dhs,,148000.0,2015.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Noir,Berline,,,
PEUGEOT 206,50 000 Dhs,,,2007.0,Manuelle,Essence,09-05-2022,6.0,5.0,Autre,Citadine,,,
FORD Transit,95 000 Dhs,,,1999.0,Manuelle,Diesel,09-05-2022,9.0,4.0,Gris,Utilitaire(van),2005,,1Mois
PEUGEOT 407,80 000 Dhs,,220000.0,2009.0,Manuelle,Diesel,09-05-2022,8.0,5.0,Noir,Berline,,,
VOLKSWAGEN Tiguan,360 000 Dhs,,139000.0,2017.0,Automatique,Diesel,09-05-2022,8.0,5.0,Noir,Suvet4x4,2022,,
FORD Fiesta,82 000 Dhs,,137400.0,2012.0,Manuelle,Diesel,09-05-2022,6.0,4.0,Bleumarine,Citadine,,Oui,
VOLKSWAGEN Golf 7,177 000 Dhs,,68000.0,2018.0,Manuelle,Diesel,09-05-2022,,4.0,Rouge,Compact,,,
DACIA Duster,139 500 Dhs,,134000.0,2018.0,Automatique,Diesel,09-05-2022,6.0,5.0,Grisfonce,Suvet4x4,,Oui,
DACIA Dokker,110 000 Dhs,,,2018.0,Manuelle,Diesel,09-05-2022,,,Blanc,Monospace,,,
OPEL Corsa,70 000 Dhs,,200000.0,2009.0,Manuelle,Diesel,09-05-2022,,,Autre,Citadine,,,
MAZDA 3,59 000 Dhs,,153000.0,2009.0,Manuelle,Essence,09-05-2022,9.0,5.0,Bleumarine,Citadine,,,
PEUGEOT Partner,57 000 Dhs,,200000.0,2007.0,Manuelle,Diesel,09-05-2022,7.0,6.0,Vertfonce,Utilitaire(minivan),,,
FORD Kuga,210 000 Dhs,,49000.0,2019.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Blanc,Suvet4x4,,Oui,
RENAULT Megane,36 000 Dhs,,177000.0,2001.0,Manuelle,Essence,09-05-2022,9.0,5.0,Grisclair,Berline,,Oui,
MERCEDES 250,45 000 Dhs,,,1985.0,Manuelle,Diesel,09-05-2022,8.0,,Noir,Berline,,Oui,
KIA Soul,130 000 Dhs,,75000.0,2017.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Rougefonce,Crossover,,,
VOLKSWAGEN Touran,145 000 Dhs,,150000.0,2011.0,Automatique,Diesel,09-05-2022,8.0,5.0,Gris,Monospace,2015,,
TOYOTA Yaris,115 000 Dhs,,70000.0,2017.0,Manuelle,Diesel,09-05-2022,,,,Citadine,,Oui,
PEUGEOT 3008,290 000 Dhs,,60000.0,2019.0,Automatique,Diesel,09-05-2022,8.0,5.0,Grisfonce,Suvet4x4,,Oui,
OPEL Crossland,165 000 Dhs,,44000.0,2019.0,Manuelle,Diesel,09-05-2022,6.0,,Noir,Crossover,,Oui,
VOLKSWAGEN Combi,200 000 Dhs,,,1979.0,Manuelle,Essence,09-05-2022,6.0,,Bleu,Utilitaire(van),,,
MERCEDES Classe c,100 000 Dhs,,300000.0,2004.0,Manuelle,Diesel,09-05-2022,9.0,4.0,Noir,Berline,,,
HYUNDAI I30,154 000 Dhs,,50000.0,2016.0,Automatique,Diesel,09-05-2022,6.0,,Noir,Compact,,,5Mois
BMW Serie 6,280 000 Dhs,Oui,148373.0,2013.0,Automatique,Diesel,09-05-2022,12.0,5.0,Blanc,Berline,,,
MERCEDES Classe r,105 000 Dhs,,258000.0,2007.0,Automatique,Essence,09-05-2022,20.0,5.0,Noir,Monospace,,,
AUDI Q5,300 000 Dhs,,165000.0,2016.0,Automatique,Diesel,09-05-2022,8.0,5.0,Bleumarine,Suvet4x4,,Oui,
RENAULT Megane,145 000 Dhs,,46000.0,2018.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Bleuclair,Compact,,,
MERCEDES 250,53 000 Dhs,,,1994.0,Manuelle,Diesel,09-05-2022,10.0,,Gris,Berline,2000,,
MERCEDES 250,53 000 Dhs,,,1994.0,Manuelle,Diesel,09-05-2022,10.0,,Gris,Berline,2000,,
HYUNDAI I30,118 000 Dhs,,98000.0,2013.0,Manuelle,Diesel,09-05-2022,6.0,5.0,Blanc,Compact,,,
RENAULT Kangoo,65 000 Dhs,,200000.0,2009.0,Manuelle,Diesel,08-05-2022,6.0,5.0,Blanc,Utilitaire(minivan),2009,,
CITROEN Xsara,40 000 Dhs,,,2001.0,Manuelle,Diesel,08-05-2022,7.0,4.0,Gris,Compact,2001,,
NISSAN Qashqai,180 000 Dhs,,84000.0,2019.0,Manuelle,Diesel,08-05-2022,6.0,5.0,Rouge,Suvet4x4,,Oui,
OPEL Astra,139 000 Dhs,,190000.0,2014.0,Automatique,Diesel,08-05-2022,8.0,5.0,Noir,Compact,,,
RENAULT Megane,67 000 Dhs,,200000.0,2005.0,Manuelle,Diesel,08-05-2022,6.0,4.0,Noir,Berline,,,1Mois
MERCEDES 310d,142 000 Dhs,,,1994.0,Manuelle,Diesel,08-05-2022,12.0,,Blanc,Utilitaire(van),2005,,24Mois
FIAT 500,125 000 Dhs,,55000.0,2017.0,Manuelle,Diesel,08-05-2022,6.0,4.0,Gris,Micro-citadine,,Oui,
LAND-ROVER Range rover evoque,240 000 Dhs,,160000.0,2015.0,Automatique,Diesel,08-05-2022,9.0,5.0,Marronclair,Suvet4x4,,,
DACIA Sandero,128 000 Dhs,,10000.0,2021.0,Manuelle,Diesel,08-05-2022,,,Noir,Citadine,,Oui,
ISUZU D-max,120 000 Dhs,,450000.0,2008.0,Manuelle,Diesel,08-05-2022,10.0,2.0,Blanc,Pickup\u200b,,,
TOYOTA Corolla,138 000 Dhs,,129000.0,2014.0,Manuelle,Diesel,08-05-2022,5.0,5.0,Blanc,Berline,,Oui,
RENAULT Master,180 000 Dhs,,61000.0,2018.0,Manuelle,Diesel,08-05-2022,9.0,3.0,Blanc,Utilitaire(van),,,
AUDI A5 sportback,299 000 Dhs,,114000.0,2017.0,Automatique,Diesel,08-05-2022,8.0,5.0,Grisanthracite,Berline,,Oui,
DACIA Logan,55 000 Dhs,,155000.0,2012.0,Manuelle,Diesel,08-05-2022,6.0,5.0,Blanc,Berline,,,
